sektor,kelurahan,kecamatan,wilayah_kota,alamat,latitude,longitude,Keterangan
VII,,Kramat Jati,Jakarta Timur,"Gg. Arus Cawang, Jl. Dewi Sartika ",-6.246001,106.867624,
VII,,Kramat Jati,Jakarta Timur,"Ex Ayam Goreng Suharti, Jl. Dewi Sartika ",-6.256152,106.863537,
VII,,Kramat Jati,Jakarta Timur,"Depan Pom Bensin, Jl. Dewi Sartika ",-6.252267,106.8647261,
VII,,Kramat Jati,Jakarta Timur,"Jl. Masjid Bendungan, Jl. Dewi Sartika ",-6.253875,106.864156,
VII,,Kramat Jati,Jakarta Timur,"Lampu merah Kalibata, Jl. Dewi Sartika ",-6.258289,106.863878,
VII,,Kramat Jati,Jakarta Timur,"Depan Santa Lusia / Kawasaki, Jl. Dewi Sartika ",-6.250873,106.86533,
VII,,Kramat Jati,Jakarta Timur,"Depan RS Budi Asih Baru, Jl. Dewi Sartika ",-6.256273,106.863443,
VII,,Kramat Jati,Jakarta Timur,"Huk Jl. Cililitan Kecil, Jl. Dewi Sartika, Cililitan Kecil",-6.260908,106.863788,
VII,,Kramat Jati,Jakarta Timur,"Depan Gg. Sunan RT003/RW004, Jl. Dewi Sartika, Soto Ayam Bangkong",-6.253476,106.864242,
VII,,Kramat Jati,Jakarta Timur,"Huk RS. Polri, Jl. Raya Bogor",-6.269882,106.867361,
VII,,Kramat Jati,Jakarta Timur,"Depan Pusdiskes, Jl. Raya Bogor",-6.276942,106.868891,
VII,,Kramat Jati,Jakarta Timur,"Depan Bengkel Sumber Jaya, Jl. Raya Bogor",-6.34389,106.868532,
VII,,Kramat Jati,Jakarta Timur,"Huk Jl. Kerja Bakti, Jl. Raya Bogor",-6.277631,106.869331,
VII,,Kramat Jati,Jakarta Timur,"PLN Kramatjati, Jl. Raya Bogor",-6.283442,106.871525,
VII,,Kramat Jati,Jakarta Timur,"Lampu merah HEK, Jl. Raya Bogor",-6.287085,106.870828,
VII,,Kramat Jati,Jakarta Timur,"PLN / Trans Halim Cililitan, Jl. Cililitan Besar ",-6.26356,106.867063,
VII,,Kramat Jati,Jakarta Timur,"Huk Jl. Dinas Kebersihan, Jl. Cililitan Besar ",-6.264219,106.870425,
VII,,Kramat Jati,Jakarta Timur,"Penjahit Mojokerto, Jl. Condet Raya, Depan Rindam",-6.298808,106.856127,
VII,,Kramat Jati,Jakarta Timur,"Huk Jl. Manunggal XIII, Jl. Condet Raya ",-6.278118,106.854984,
VII,,Kramat Jati,Jakarta Timur,"Depan Sekolah Adi Luhur, Jl. Condet Raya ",-6.29306,106.855743,
VII,,Kramat Jati,Jakarta Timur,"RS. UKI, Kodam, Jl. Mayjend Sutoyo ",-6.251986,106.872552,
VII,,Kramat Jati,Jakarta Timur,"ASABRI, Jl. Mayjend Sutoyo ",-6.254103,106.871618,
VII,,Kramat Jati,Jakarta Timur,"Depan RS. Budi Asih Lama, Jl. Taman Harapan ",-6.256316,106.863442,
VII,,Kramat Jati,Jakarta Timur,"Depan Rumah Sakit Polri, Jl. RS. Sukamto ",-6.269131,106.870235,
VII,,Kramat Jati,Jakarta Timur,"Jembatan Tol Sebelah Barat, Jl. Kerja Bakti ",-6.276524,106.874215,
VII,,Kramat Jati,Jakarta Timur,"Depan masjid Fatahillah, Jl. Bulak Rantai ",-6.285177,106.869791,
VII,,Kramat Jati,Jakarta Timur,"Depan Rumah Blok G No. 43, Jl. Bulak Rantai Mas IV ",-6.284354,106.868159,
VII,,Kramat Jati,Jakarta Timur,"Depan Rumah Blok G No. 93, Jl. Bulak Rantai ",-6.280766,106.869826,
VII,,Kramat Jati,Jakarta Timur,"Huk Bata Merah IV, Jl. INERBANG, Batu ampar",-6.281922,106.866565,
VII,,Kramat Jati,Jakarta Timur,"Balai Kesehatan Rawinda, Jl. INERBANG Batu Ampar",-6.281582,106.86311,
VII,,Kramat Jati,Jakarta Timur,"Depan Rumah No. 9 Gg. Rukun RT008/RW003, Jl. Raya Kmp. Tengah Gedong",-6.294627,106.860907,
VII,,Kramat Jati,Jakarta Timur,"Depan Pondok Kewera, Jl. Raya Kmp. Tengah Gedong",-6.29782,106.861281,
VII,,Kramat Jati,Jakarta Timur,"Depan Puskesmas Pembina, Jl. Inpres Ujung Kelurahan Tengah",-6.286402,106.862423,
VII,,Kramat Jati,Jakarta Timur,"Depan Rumah Blok G No. 25 RT004/RW002, Jl. Inpres Ujung Kelurahan Tengah",-6.28698,106.867891,
VII,,Kramat Jati,Jakarta Timur,"Depan TK. IGEL RT004/RW002 No. 25, Jl. H. Taiman Pos RW010, Gedong",-6.297903,106.863661,
VII,,Kramat Jati,Jakarta Timur,"Depan Wartel Harun RT009/RW007, Jl. H. Taiman Kampung Tengah",-6.297408,106.865537,
VII,,Kramat Jati,Jakarta Timur,"Depan Rumah No. 34 RT010/RW009, Jl. H. Taiman Gedong",-6.298992,106.86521,
VII,,Kramat Jati,Jakarta Timur,"Depan Kelurahan Gedong, Jl. Raya Gedong ",-6.301578,106.865739,
VII,,Kramat Jati,Jakarta Timur,Masjid Condet Al-Hairat,-6.278867,106.856524,
VII,,Kramat Jati,Jakarta Timur,"Huk Batu Ampar III, Jl. Masjid Condet ",-6.27662,106.860692,
VII,,Kramat Jati,Jakarta Timur,"Huk, Jl. Batu Ampar II",-6.287063,106.858059,
VII,,Kramat Jati,Jakarta Timur,"Depan Dinas Kebersihan, Jl. Mandala V Cililitan",-6.262235,106.870887,
VII,,Kramat Jati,Jakarta Timur,"Depan Komplek Angkatan Darat/Pom Bensin, Jl. Sutoyo  Cililitan ",-6.260679,106.867626,
VII,,Kramat Jati,Jakarta Timur,"Depan Rumah No. 26 RT008/RW008, Jl. Tengah Raya Gedong",-6.29782,106.861281,
VII,,Kramat Jati,Jakarta Timur,"Depan Dealer Mobil Peogeot , Jl. MT. Haryono Interce",-6.242771,106.857968,
VIII,,Ciracas,Jakarta Timur,"Depan Pasar Induk, Jl. Raya Bogor",-6.296444,106.871029,
VIII,,Ciracas,Jakarta Timur,"Gudang Air, Jl. Raya Bogor",-6.299096,106.870526,
VIII,,Ciracas,Jakarta Timur,"Depan Mabes POLRI, Jl. Raya Bogor",-6.388362,106.866932,
VIII,,Ciracas,Jakarta Timur,"BLK Cijantung, Jl. Raya Bogor",-6.310972,106.862652,
VIII,,Ciracas,Jakarta Timur,"Under Pass Pasar Rebo, Jl. Raya Bogor",-6.306573,106.864759,
VIII,,Ciracas,Jakarta Timur,"Depan Apotik, Jl. Raya Ciracas",-6.328444,106.879148,
VIII,,Ciracas,Jakarta Timur,"Depan PT. Nelco, Jl. Raya Ciracas",-6.328049,106.881864,
VIII,,Ciracas,Jakarta Timur,"Jl. Poncol Bengkel Induk, Jl. Raya Ciracas",-6.32635,106.868753,
VIII,,Ciracas,Jakarta Timur,"Jl. Poncol Alfa Mart, Jl. Raya Ciracas",-6.327423,106.868958,
VIII,,Ciracas,Jakarta Timur,"Depan Kantor Kelurahan Ciracas, Jl. Raya Ciracas",-6.328806,106.877506,
VIII,,Ciracas,Jakarta Timur,"Huk Jl. Centex Depan Alfa Midi, Jl. Raya Ciracas",-6.329712,106.875277,
VIII,,Ciracas,Jakarta Timur,"Huk Jl. Sutarjo PT NGK, Jl. Kiwi",-6.338983,106.872042,
VIII,,Ciracas,Jakarta Timur,"PT.  CENTEX, Jl. Centex",-6.325945,106.876692,
VIII,,Ciracas,Jakarta Timur,"Samping RS. Harapan Bunda, Jl. Tanah Merdeka",-6.302932,106.86731,
VIII,,Ciracas,Jakarta Timur,"Depan POM Bensin, Jl. P K P",-6.34048,106.874556,
VIII,,Ciracas,Jakarta Timur,"Kantor Sektor Pemadam Ciracas, Jl. Keong / Poncol",-6.328594,106.878801,
VIII,,Ciracas,Jakarta Timur,"Puskesmas Cibubur, Jl. Cibubur 1",-6.345451,106.873597,
X,,Pasar Rebo,Jakarta Timur,"Depan Susu Bendera, Jl. TB Simatupang",-6.305722,106.864464,
X,,Pasar Rebo,Jakarta Timur,"RS. Pasar Rebo, Jl. TB Simatupang",-6.304528,106.862239,
X,,Pasar Rebo,Jakarta Timur,"PT. MARCK, Jl. TB Simatupang",-6.30333,106.859892,
X,,Pasar Rebo,Jakarta Timur,"Depan Gudeg Bu Mur, Jl. Kesehatan",-6.303108,106.859117,
X,,Pasar Rebo,Jakarta Timur,"Rumah Sakit Cijantung, Jl. Kesehatan Cijantung",-6.307916,106.859232,
X,,Pasar Rebo,Jakarta Timur,"Gereja Cijantung, Jl. Kesehatan Cijantung",-6.312154,106.859911,
X,,Pasar Rebo,Jakarta Timur,"Huk Keong Lampu Merah, Jl. Raya Bogor Km. 26",-6.343322 ,106.868926,
X,,Pasar Rebo,Jakarta Timur,"Pos Pemadam Kalisari, Jl. Kali Sari",-6.339348,106.862791,
X,,Pasar Rebo,Jakarta Timur,"DUMEX Depan Apotik, Jl. Raya Bogor Gandaria",-6.350525,106.865097,
X,,Pasar Rebo,Jakarta Timur,"Huk Cibubur Lampu Merah, Jl. Raya Bogor",-6.343322 ,106.868926,
X,,Pasar Rebo,Jakarta Timur,"Polsek Pasar Rebo, Jl. Raya Bogor",-6.336528,106.868044,
X,,Pasar Rebo,Jakarta Timur,"Huk Kalisari, Jl. Raya Bogor",-6.340549,106.869119,
X,,Pasar Rebo,Jakarta Timur,"Depan Rumah Sakit Carolus, Jl. Raya Bogor Km. 24,5",-6.33986,106.869072,
X,,Pasar Rebo,Jakarta Timur,"Depan PT. Al-Farma, Jl. Raya Bogor PT. Actavis",-6.350525,106.865097,
X,,Pasar Rebo,Jakarta Timur,"Kantor Lurah Gedong, Jl. H. Taiman",-6.301578,106.865739,
X,,Pasar Rebo,Jakarta Timur,"Depan Pos RW 010, Jl. H. Taiman",-6.297879,106.863915,
X,,Pasar Rebo,Jakarta Timur,Jl. Raya Tengah,-6.299117,106.859716,
X,,Pasar Rebo,Jakarta Timur,Jl. Kampung Tengah,-6.294627,106.860907,
X,,Pasar Rebo,Jakarta Timur,"Samping Taman Gedung ASRI, Jl. Tengah",-6.297964,106.861286,
I,,Cilincing,Jakarta Utara,"Kantor Camat, Jl. Sungai Landak",-6.1023179,106.9392537,
I,,Cilincing,Jakarta Utara,Jl. Pelabuhan Kali Baru ,-6.1025068,106.9188085,
I,,Cilincing,Jakarta Utara,"JL Raya Cilincing, PT. Airin",-6.1082784,106.9147182,
I,,Cilincing,Jakarta Utara,"SMEA Youl, Jl. Madya Kebantenan ",-6.1200709,106.9307994,
I,,Cilincing,Jakarta Utara," Kebun Baru Depan SDN 01-02 Pagi, Jl. Raya F",-6.105908,106.9400924,
I,,Cilincing,Jakarta Utara,Jl. Kramat Jaya/Belimbing,-6.1173815,106.9179755,
I,,Cilincing,Jakarta Utara,"Griya Gading Lestari, Jl. Tipar Cakung",-6.1401593,106.9222286,
I,,Cilincing,Jakarta Utara,Jl. Pemadam Kebakaran,-6.1294157,106.9273182,
I,,Cilincing,Jakarta Utara,"Kelurahan, Jl. Rorotan",-6.1524892,106.9563304,
I,,Cilincing,Jakarta Utara,"Depan Kelurahan, Jl. Tipar cakung",-6.1480526,106.9236892,
I,,Cilincing,Jakarta Utara,"PT Jusus, Jl. Cakung Cilincing Raya",-6.1284897,106.9308061,
I,,Cilincing,Jakarta Utara,Jl. Komplek Green Garden,-6.1515599,106.9504631,
I,,Cilincing,Jakarta Utara,Jl. Siak Gapura Bea Cukai,-6.1466719,106.9413717,
I,,Cilincing,Jakarta Utara,"SMK 49, Jl. Sarang Bango",-6.129396,106.9552099,
I,,Cilincing,Jakarta Utara,"Jl. Cilincing Raya, Jl. Cilincing Kelapa dua",-6.1027457,106.9317112,
I,,Cilincing,Jakarta Utara,"HUK Marunda Gg 4, Jl. Marunda Baru",-6.1228905,106.9581228,
I,,Cilincing,Jakarta Utara,"PT. Adi Jaya Wibawa, Jl. Tugu Raya",-6.1256713,106.9191273,
I,,Cilincing,Jakarta Utara,"Depan Gereja Salib Suci, Jl. Tugu Raya",-6.1256713,106.9191273,
I,,Cilincing,Jakarta Utara,Jl. Tugu Raya Depan SMU 52/ Rumah No. 48,-6.1221928,106.9237332,
I,,Cilincing,Jakarta Utara,"Depan Kantor Lurah Semper Barat, Jl. Pemadam ",-6.1298979,106.9266916,
I,,Cilincing,Jakarta Utara,"Depan SD/SMK YASPI, Jl. Komplek Kebersihan",-6.1153505,106.9423099,
I,,Cilincing,Jakarta Utara,Jl. Ujung Kebantenan I/Dewa Kembar,-6.1083194,106.9269389,
I,,Cilincing,Jakarta Utara,Jl. Kalibaru Timur,-6.1032661,106.9292237,
I,,Cilincing,Jakarta Utara,"Depan Yayasan Ampera, Jl. Tipar Cakung",-6.1621547,106.9312271,
I,,Cilincing,Jakarta Utara,"Depan Pos Polisi, Jl. Brantas",-6.1298919,106.9240915,
I,,Cilincing,Jakarta Utara,Jl. Tugu Semper SMP 231,-6.1258464,106.9244541,
I,,Cilincing,Jakarta Utara,Jl. Jampea Lorong XX,-6.1080356,106.8974353,
I,,Cilincing,Jakarta Utara,"Depan Masjid Jami Ataqwa, Jl. Rorotan II",-6.162404,106.9488355,
I,,Cilincing,Jakarta Utara,"Depan Masjid At-Taqwa, Jl. Rorotan, Huk S. Kendal ",-6.151115,106.948879,
II,,Koja,Jakarta Utara,"Depan Kantor Sudin, Jl. Anggrek",-6.115204,106.893526,
II,,Koja,Jakarta Utara,Jl. Sindang,-6.111043,106.899366,
II,,Koja,Jakarta Utara,"Depan Service Mobil, Jl. Plumpang Semper",-6.13008,106.900048,
II,,Koja,Jakarta Utara,"Depan Indomaret, Jl. Plumpang Semper",-6.129955,106.902647,
II,,Koja,Jakarta Utara,"Mandiri, Jl. Plumpang Semper",-6.131245,106.914335,
II,,Koja,Jakarta Utara,"Transmigrasi, Jl. Plumpang Semper",-6.129699,106.91697,
II,,Koja,Jakarta Utara,"Pos Polisi, Jl. Kramat Jaya",-6.114807,106.917116,
II,,Koja,Jakarta Utara,"Marsudirini, Jl. Kramat Jaya",-6.127523,106.917124,
II,,Koja,Jakarta Utara,"Bioskop Jaya, GG 1 D1, Jl. Kramat Jaya",-6.11976,106.916873,
II,,Koja,Jakarta Utara,"Bogasari, Jl. Raya Cilincing",-6.108812,106.90917,
II,,Koja,Jakarta Utara,Jl. Cibanteng Raya,-6.114274,106.897074,
II,,Koja,Jakarta Utara,Jl. Alur Laut Ujung,-6.1285109,106.895456,
II,,Koja,Jakarta Utara,"STM Cikini, Jl. Alur Laut",-6.122265,106.899178,
II,,Koja,Jakarta Utara,"Golkar, Jl. Walang Baru",-6.127967,106.906068,
II,,Koja,Jakarta Utara,Jl. Komplek Pertamina RT007/RW017,-6.118438,106.900282,
II,,Koja,Jakarta Utara,Jl. Labu,-6.116011,106.914336,
II,,Koja,Jakarta Utara,"Sudin Kebersihan, Jl. Alur Laut",-6.125875,106.899188,
II,,Koja,Jakarta Utara,Jl. Mantang,-6.11477,106.908158,
II,,Koja,Jakarta Utara,Jl. Muncang,-6.115724,106.904598,
II,,Koja,Jakarta Utara,Jl. Mawar,-6.11903578,106.90792009,
II,,Koja,Jakarta Utara,"Pasar Lontar, Jl. Mawar",-6.1190917,106.9103939,
II,,Koja,Jakarta Utara,Jl. Waru Huk Kramat Jaya,-6.118611,106.916493,
II,,Koja,Jakarta Utara,Jl. Semangka ,-6.115883,106.91133,
II,,Koja,Jakarta Utara,"Depan Keluruhan Tugu Utara, Jl. Bayangkara",-6.121874,106.913217,
II,,Koja,Jakarta Utara,Jl. Komplek Uka,-6.1243655,106.9135863,
II,,Koja,Jakarta Utara,"Depan Kelurahan Tugu Utara, Jl. Mahoni",-6.121874,106.913217,
II,,Koja,Jakarta Utara,"Jl. Walang Baru Raya, Jl. Walang Baru VII",-6.124757,106.905731,
II,,Koja,Jakarta Utara,"Jl. Plumpang Semper, PLN",-6.131245,106.914335,
II,,Koja,Jakarta Utara,"UI Balai Rakyat, Jl. Plumpang Semper",-6.13136884,106.91394668,
II,,Koja,Jakarta Utara,"Masjid Al-Mutajirin, Jl. Samudra",-6.125336,106.90091,
II,,Koja,Jakarta Utara,"Jl. Mahoni, Jl. Johar",-6.118465,106.913368,
II,,Koja,Jakarta Utara,"Jl. Mantang, Jl Blok L -3",-6.114069,106.908188,
II,,Koja,Jakarta Utara,Jl. Koja,-6.120919,106.916797,
II,,Koja,Jakarta Utara,Jl. Cempaka/Cemara Depan Rumah No. 39,-6.114702,106.895607,
II,,Koja,Jakarta Utara,"Depan Kantor Golkar, Jl. Mindi Raya",-6.115236,106.905992,
II,,Koja,Jakarta Utara,"Depan Sekolahan Al Qiriyah, Jl. Mindi Raya",-6.115449,106.910482,
II,,Koja,Jakarta Utara,"Depan Kantor Lurah Rawa Badak Selatan, Jl. Air Laut",-6.128444,106.899139,
II,,Koja,Jakarta Utara,"Depan Mesjid At Taubah, Jl. Cemara Angin",-6.12961538,106.90366343,
II,,Koja,Jakarta Utara,"Depan SMP Muhammadiah, Jl. Maja/ Mundu",-6.113655,106.910588,
II,,Koja,Jakarta Utara,"Depan Kantor Lurah Lagoa, Jl. Mangga ",-6.113895,106.911002,
II,,Koja,Jakarta Utara,"Depan Apotik Lagoa, Jl. Menteng ",-6.112971,106.912945,
II,,Koja,Jakarta Utara,"Apotik Siswa Farma, Jl. Kesmek",-6.113165,106.917593,
II,,Koja,Jakarta Utara,"Sekretariat RW014, Jl. Kesmek",-6.113316,106.920564,
II,,Koja,Jakarta Utara,"Depan UD. Sumber Ayu, Jl. Kramat Jaya",-6.114807,106.917116,
II,,Koja,Jakarta Utara,"Depan Amlia Enterment, Jl. Mundu Raya/Maja",-6.11745096,106.90351021,
II,,Koja,Jakarta Utara,"RS. Koja, Jl. Ciampea",-6.108186,106.900064,
III ,,Tanjung Priok,Jakarta Utara,"Rita Salon, Jl. H. Amsir",-6.155683,106.867325,
III ,,Tanjung Priok,Jakarta Utara,"Citra Marga, Jl. Yos Sudarso",-6.15835,106.883659,
III ,,Tanjung Priok,Jakarta Utara,"Depan SMP, Jl. Mitra Sunter Boulevard",-6.150387,106.887713,
III ,,Tanjung Priok,Jakarta Utara,"Kantor Prima, Jl. Mitra Sunter Boulevard",-6.149454,106.884863,
III ,,Tanjung Priok,Jakarta Utara,"PAM, Jl. Danau Sunter Indah Barat",-6.152947,106.879462,
III ,,Tanjung Priok,Jakarta Utara,"Sekolahan, Jl. Sunter Mas Barat",-6.157206,106.871359,
III ,,Tanjung Priok,Jakarta Utara,"Isuzu, Jl. Danau Sunter Selatan",-6.145278,106.876563,
III ,,Tanjung Priok,Jakarta Utara,"BCA, Jl. Danau Sunter Selatan",-6.149428,106.884996,
III ,,Tanjung Priok,Jakarta Utara,"Huk TK. Ka Seto, Jl. Sunter Karya Timur",-6.14305,106.872528,
III ,,Tanjung Priok,Jakarta Utara,"Depan RS. PI, Jl. Baru Sunter Permai Raya",-6.130289,106.861711,
III ,,Tanjung Priok,Jakarta Utara,"Bisma 2, Jl. Bisma Raya",-6.13241,106.867967,
III ,,Tanjung Priok,Jakarta Utara,"Pengadilan, Jl. Sunter Baru",-6.126752,106.856634,
III ,,Tanjung Priok,Jakarta Utara,Jl. Bambu Kuning,-6.131463,106.857318,
III ,,Tanjung Priok,Jakarta Utara,Jl. Selat Banda,-6.13318,106.853082,
III ,,Tanjung Priok,Jakarta Utara,"Walikota, Jl. Yos Sudarso",-6.119341,106.893046,
III ,,Tanjung Priok,Jakarta Utara,"Swadaya, Jl. Bugis",-6.115815,106.88795,
III ,,Tanjung Priok,Jakarta Utara,"Al Hidayah, Jl. Sungai Bambu",-6.122694,106.882307,
IV,,Kelapa Gading,Jakarta Utara,"Pos Pemadam, Jl. Peganggasaan Dua",-6.166505,106.920109,
IV,,Kelapa Gading,Jakarta Utara,Jl. Taman Mandiri,-6.1596357,106.9085407,
IV,,Kelapa Gading,Jakarta Utara,"Depan PT. TDW, Jl. Pegangsaan Dua, IGGI",-6.1681438,106.9185805,
IV,,Kelapa Gading,Jakarta Utara,"PT. Master Mbl, Jl. Pegangsaan Dua",-6.1732923,106.9177621,
IV,,Kelapa Gading,Jakarta Utara,Jl. Tabah Raya / Usman - Harun,-6.1601791,106.8854398,
IV,,Kelapa Gading,Jakarta Utara,Jl. Bangun Cipta Sarana,-6.1767308,106.9072388,
IV,,Kelapa Gading,Jakarta Utara,Jl. Tarian Barat,-6.1705554,106.9115608,
IV,,Kelapa Gading,Jakarta Utara,Jl. Tarian Timur,-6.1695571,106.9106656,
IV,,Kelapa Gading,Jakarta Utara,Jl. Kepu Selatan,-6.1682206,106.8457005,
IV,,Kelapa Gading,Jakarta Utara,"Kecamatan, Jl. Raya Timur Boulevard ",-6.162355,106.908247,
IV,,Kelapa Gading,Jakarta Utara,"Jl. Pulau Moro Samping, Jl. Pulau Batam",-6.1593444,106.8896434,
IV,,Kelapa Gading,Jakarta Utara,"Dekat Gardu Pos RW017, Jl. Gading Asri III 1/4",-6.154573,106.911049,
IV,,Kelapa Gading,Jakarta Utara,"Depan Dr. Harijanto B, Jl. Kopyor ",-6.170183,106.903181,
IV,,Kelapa Gading,Jakarta Utara,"Depan PT. AHM, Jl. Pegangsaan Dua ",-6.162151,106.916712,
V,,Pademangan,Jakarta Utara,"Pademangan II, Jl. Pademangan Raya",-6.142757,106.842658,
V,,Pademangan,Jakarta Utara,"Jl. Pademangan Raya, Pademangan VI",-6.1318287,106.8450453,
V,,Pademangan,Jakarta Utara,"Jl. Pademangan II, Gang XII",-6.1398692,106.8424276,
V,,Pademangan,Jakarta Utara,"Jl. Pademangan V, Gang XII",-6.138278,106.839897,
V,,Pademangan,Jakarta Utara,"Telkom, Jl. Pademangan III",-6.1397287,106.8414422,
V,,Pademangan,Jakarta Utara,Jl. Hidup Baru,-6.139929,106.8355982,
V,,Pademangan,Jakarta Utara,Jl. Waspada Raya,-6.136719,106.8384621,
V,,Pademangan,Jakarta Utara,Jl. Mangga Dua,-6.1345702,106.8279123,
V,,Pademangan,Jakarta Utara,"A.L, Jl. Gunung Sahari",-6.1339506,106.832622,
V,,Pademangan,Jakarta Utara,"Rel Kereta Api, Jl. Gunung Sahari",-6.133827,106.831739,
V,,Pademangan,Jakarta Utara,Jl. Kampung Bandan ,-6.1345035,106.8177313,
V,,Pademangan,Jakarta Utara,"Pos Pemadam, Jl. Budi Mulya",-6.131134,106.8406826,
V,,Pademangan,Jakarta Utara,"JMC, Jl. Lodan Raya",-6.1310942,106.8233809,
V,,Pademangan,Jakarta Utara,Jl. Parang Tritis,-6.1285105,106.8213068,
VI,,Penjaringan,Jakarta Utara,"Berdikari, Jl. Raya Teluk Gong ",-6.138146,106.7808806,
VI,,Penjaringan,Jakarta Utara,Jl. Kampung Gusti,-6.1399966,106.7777538,
VI,,Penjaringan,Jakarta Utara,Jl. Komplek Duta Harapan Indah,-6.1361499,106.7731099,
VI,,Penjaringan,Jakarta Utara,"PPL, Jl. Pluit Selatan",-6.1245455,106.7967916,
VI,,Penjaringan,Jakarta Utara,Jl. Pluit Sakti Raya,-6.122267,106.788585,
VI,,Penjaringan,Jakarta Utara,Jl. Pluit Barat Terusan,-6.120757,106.784276,
VI,,Penjaringan,Jakarta Utara,Jl. Pluit Muara Karang,-6.1166147,106.7795043,
VI,,Penjaringan,Jakarta Utara,"Jl. Tanah Merah, Pasir, Tanjung Wangi  ",-6.1294792,106.788468,
VI,,Penjaringan,Jakarta Utara,"Jl. Jembatan Tiga, Perempatan",-6.126953,106.792239,
VI,,Penjaringan,Jakarta Utara,"Jl. Bandengan Utara, Pioner",-6.137426,106.790361,
VI,,Penjaringan,Jakarta Utara,"Jl. Gedong Panjang, Sukarela",-6.130657,106.804443,
VI,,Penjaringan,Jakarta Utara,"Jl. Gedong Panjang, Tanah Pasir",-6.1303086,106.7989683,
VI,,Penjaringan,Jakarta Utara,"Jl. Muara Baru, Foto Studio",-6.117416,106.8032875,
VI,,Penjaringan,Jakarta Utara,Jl. Muara Baru Ujung,-6.1104419,106.8026439,
VI,,Penjaringan,Jakarta Utara,"Jl. Pasar Ikan, Musium",-6.1265081,106.8082729,
VI,,Penjaringan,Jakarta Utara,Jl. Kembung,-6.129528,106.8076033,
